,dInf_min,dInf_max,dInf_mean,dInf_count,slope_min,slope_max,slope_mean,slope_count,area (m2),bin_dinf,bin_slope
0,287.0,290.0,288.6666666666667,3,16.929147720336914,16.929147720336914,16.929147720336914,1,0.7079428716590574,19,21
1,286.0,344.0,312.25,4,16.929147720336914,16.929147720336914,16.929147720336914,1,1.176803785503502,19,21
2,299.0,322.0,310.5,2,16.929147720336914,16.929147720336914,16.929147720336914,1,0.33001484283741517,19,21
3,314.0,398.0,367.6666666666667,3,16.929147720336914,16.929147720336914,16.929147720336914,1,2.5455426325903043,20,21
4,339.0,430.0,384.5,2,16.259986877441406,16.259986877441406,16.259986877441406,1,0.4427130027781834,21,20
5,357.0,357.0,357.0,1,16.259986877441406,16.259986877441406,16.259986877441406,1,0.23861143319672162,20,20
6,357.0,669.0,454.3,10,16.259986877441406,17.213420867919922,16.802176157633465,3,8.674061310626326,23,22
7,376.0,530.0,463.5,4,16.259986877441406,16.259986877441406,16.259986877441406,1,1.0427974315646371,22,20
8,530.0,530.0,530.0,1,17.213420867919922,17.213420867919922,17.213420867919922,1,0.2588710206219032,22,22
9,510.0,530.0,520.0,2,16.1468505859375,16.259986877441406,16.203418731689453,2,0.5972747031813139,22,20
10,517.0,530.0,523.75,4,16.1468505859375,16.1468505859375,16.1468505859375,1,1.6302851539697376,22,19
11,406.0,730.0,524.75,12,17.213420867919922,17.251380920410156,17.23240089416504,2,12.883699885567122,24,22
12,526.0,530.0,528.6666666666666,3,17.213420867919922,17.70076560974121,17.45709228515625,2,0.273013745487788,22,23
13,460.0,581.0,517.0,10,17.213420867919922,17.213420867919922,17.213420867919922,1,7.907450326613542,22,22
14,581.0,767.0,674.0,2,17.213420867919922,17.251380920410156,17.23240089416504,2,0.11155544947962166,24,22
15,581.0,581.0,581.0,1,17.213420867919922,17.213420867919922,17.213420867919922,1,0.08907765845087907,22,22
16,767.0,767.0,767.0,1,17.251380920410156,17.251380920410156,17.251380920410156,1,0.279345707915823,24,22
17,516.0,526.0,521.0,2,17.70076560974121,17.70076560974121,17.70076560974121,1,0.07601042506571648,22,23
18,516.0,516.0,516.0,1,17.70076560974121,17.70076560974121,17.70076560974121,1,0.07925034652521529,22,23
19,505.0,516.0,510.5,2,17.70076560974121,17.70076560974121,17.70076560974121,1,0.1790022664599064,22,23
20,495.0,508.0,501.5,2,18.731473922729492,18.731473922729492,18.731473922729492,1,0.13622455629317623,22,25
21,484.0,484.0,484.0,1,18.731473922729492,18.731473922729492,18.731473922729492,1,0.16722562435750113,21,25
22,508.0,508.0,508.0,1,18.731473922729492,18.731473922729492,18.731473922729492,1,0.1397736808379352,22,25
23,508.0,511.0,509.5,2,18.731473922729492,18.731473922729492,18.731473922729492,1,0.033999003354511385,22,25
24,508.0,511.0,509.5,2,18.731473922729492,18.731473922729492,18.731473922729492,1,0.04889457290998865,22,25
25,513.0,526.0,517.75,4,17.213420867919922,17.213420867919922,17.213420867919922,1,0.1206702478331511,22,22
26,513.0,513.0,513.0,1,17.213420867919922,17.213420867919922,17.213420867919922,1,0.04890801689519646,22,22
27,1090.0,1090.0,1090.0,1,17.251380920410156,17.251380920410156,17.251380920410156,1,0.06879118323230168,26,22
